a1,a2,a3,a4,a1_coefficients,a2_coefficients,a3_coefficients,a4_coefficients,b1,b2,b1_coefficients,b2_coefficients,c1,c2,c3,c1_coefficients,c2_coefficients,c3_coefficients,Perovskite_deposition_thermal_annealing_temperature,Perovskite_deposition_thermal_annealing_time,ETL_stack_sequence,ETL_thickness,HTL_stack_sequence,HTL_additives_compounds,Perovskite_deposition_solvents,JV_default_PCE
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,30.0 >> 30.0,TiO2-c | TiO2-mp,nan | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,11.43
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,30.0 >> 30.0,TiO2-c | TiO2-mp,nan | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,13.08
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,30.0 >> 30.0,TiO2-c | TiO2-mp,nan | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,10.64
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,30.0 >> 30.0,TiO2-c | TiO2-mp,nan | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,12.17
MA,,,,1,,,,Sn,,1,,I,,,3,,,70,10,TiO2-c | TiO2-mp,nan | 350.0,PTAA,TPFB,DMF,0.06
MA,,,,1,,,,Sn,,1,,I,,,3,,,70,10,TiO2-c | TiO2-mp,nan | 350.0,PTAA,TPFB,DMF,0.01
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,2,TiO2-c | TiO2-mp,nan | 200.0,P3HT,Pd,DMF; DMSO,14.12
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,2,TiO2-c | TiO2-mp,nan | 200.0,P3HT,Pd,DMF; DMSO,15.4
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,2,TiO2-c | TiO2-mp,nan | 200.0,P3HT,Pd,DMF; DMSO,13.06
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,2,TiO2-c | TiO2-mp,nan | 200.0,P3HT,Pd,DMF; DMSO,15.4
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,2,TiO2-c | TiO2-mp,nan | 200.0,P3HT,Pd,DMF; DMSO,15.4
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,2,TiO2-c | TiO2-mp,nan | 200.0,P3HT,Graphene,DMF; DMSO,12.57
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,2,TiO2-c | TiO2-mp,nan | 200.0,P3HT,Graphene,DMF; DMSO,13.06
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,2,TiO2-c | TiO2-mp,nan | 200.0,P3HT,Graphene,DMF; DMSO,11.15
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,2,TiO2-c | TiO2-mp,nan | 200.0,P3HT,Pd-PVP,DMF; DMSO,6.21
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,2,TiO2-c | TiO2-mp,nan | 200.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,17.88
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,2,TiO2-c | TiO2-mp,nan | 200.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,18.06
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,2,TiO2-c | TiO2-mp,nan | 200.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,18.86
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,2,TiO2-c | TiO2-mp,nan | 200.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,17.36
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,5,TiO2-c,50,PTAA,Li-TFSI; TBP,DMF; HI,17.74
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,5,TiO2-c,50,PTAA,Li-TFSI; TBP,DMF; HI,17.42
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,5,TiO2-c,50,PTAA,Li-TFSI; TBP,DMF; HI,17.17
MA,,,,1,,,,Pb,,1,,I,,,3,,,65,1,TiO2-c | TiO2-mp,nan | 200.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,14
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,30,SnO2-np,30,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF,15.66
MA,,,,1,,,,Pb,,1,,I,,,3,,,70; 100,10.0; 45.0,TiO2-c | TiO2-mp,nan | 350.0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,DMF,7.9
MA,,,,1,,,,Pb,,1,,I,,,3,,,70; 100,10.0; 45.0,TiO2-c | TiO2-mp,nan | 350.0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,DMF,9
MA,,,,1,,,,Pb,,1,,I,,,3,,,70; 100,10.0; 45.0,TiO2-c | TiO2-mp,nan | 350.0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,DMF,12.1
MA,,,,1,,,,Pb,,1,,I,,,3,,,70; 100,10.0; 45.0,TiO2-c | TiO2-mp,nan | 350.0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,DMF,7
MA,,,,1,,,,Pb,,1,,I,,,3,,,70; 100,10.0; 45.0,TiO2-c | TiO2-mp,nan | 350.0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,DMF,5
MA,,,,1,,,,Pb,,1,,I,,,3,,,70; 100,10.0; 45.0,TiO2-c | TiO2-mp,nan | 350.0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,DMF,6.2
MA,,,,1,,,,Pb,,1,,I,,,3,,,70; 100,10.0; 45.0,TiO2-c | TiO2-mp,nan | 350.0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,DMF,2.8
MA,,,,1,,,,Pb,,1,,I,,,3,,,70; 100,10.0; 45.0,TiO2-c | TiO2-mp,nan | 350.0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,DMF,1.3
MA,,,,1,,,,Pb,,1,,I,,,3,,,80; 100,1.0; 2.0,C60 | BCP,20.0 | 8.0,PTAA,F4-TCNQ,DMF; DMSO; Thiourea,15.9
MA,,,,1,,,,Pb,,1,,I,,,3,,,80; 100,1.0; 2.0,PCBM-60 | BCP,nan | 8.0,PTAA,F4-TCNQ,DMF; DMSO; Thiourea,16.7
MA,,,,1,,,,Pb,,1,,I,,,3,,,80; 100,1.0; 2.0,ICPA | BCP,nan | 8.0,PTAA,F4-TCNQ,DMF; DMSO; Thiourea,17.2
MA,,,,1,,,,Pb,,1,,I,,,3,,,80; 100,1.0; 2.0,PS | C60 | BCP,nan | 20.0 | 8.0,PTAA,F4-TCNQ,DMF; DMSO; Thiourea,18.5
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,Unknown,TiO2-c,100,Spiro-MeOTAD,Li-TFSI; TBP,DMF,13.75
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,Unknown,TiO2-c,100,Spiro-MeOTAD,Li-TFSI; TBP,DMF,14.91
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,Unknown,TiO2-c,100,Spiro-MeOTAD,Li-TFSI; TBP,DMF,16.63
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,Unknown,TiO2-c,100,Spiro-MeOTAD,Li-TFSI; TBP,DMF,15.51
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,Unknown,TiO2-c,100,Spiro-MeOTAD,Li-TFSI; TBP,DMF,12.02
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,Unknown,TiO2-c,100,Spiro-MeOTAD,Li-TFSI; TBP,DMF,12.89
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,Unknown,TiO2-c,100,Spiro-MeOTAD,Li-TFSI; TBP,DMF,14.45
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,Unknown,TiO2-c,100,Spiro-MeOTAD,Li-TFSI; TBP,DMF,16.28
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,Unknown,TiO2-c,100,Spiro-MeOTAD,Li-TFSI; TBP,DMF,15.22
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,Unknown,TiO2-c,100,Spiro-MeOTAD,Li-TFSI; TBP,DMF,12.01
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 135.0,30.0 >> 15.0,none,0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,11.99
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 135.0,30.0 >> 15.0,PFN-2TNDI,3,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,14.04
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 135.0,30.0 >> 15.0,PFN-2TNDI,5,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,15.96
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 135.0,30.0 >> 15.0,PFN-2TNDI,8,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,13.56
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 135.0,30.0 >> 15.0,PFN-2TNDI,12,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,12.89
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 135.0,30.0 >> 15.0,TiO2-c,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,17.2
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 135.0,30.0 >> 15.0,PFN-2TNDI,5,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,15.96
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 135.0,30.0 >> 15.0,TiO2-c,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,17.2
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,PCBM-60,20,NPB; PTAA,PTAA,DMF; DMSO,13.83
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,PCBM-60,20,NPB; PTAA,PTAA,DMF; DMSO,15.87
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,PCBM-60,20,NPB; PTAA,PTAA,DMF; DMSO,16.89
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,PCBM-60,20,NPB; PTAA,PTAA,DMF; DMSO,17.79
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,PCBM-60,20,NPB; PTAA,PTAA,DMF; DMSO,14.73
MA,,,,1,,,,Pb,,1,,I,,,3,,,115,10,SnO2-nanosheets,80,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,17.36
MA,,,,1,,,,Pb,,1,,I,,,3,,,115,10,SnO2-nanosheets | C60,80.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,18.31
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,30.0 >> 30.0,TiO2-c | TiO2-mp,nan | 300.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,11.9
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,30.0 >> 30.0,TiO2-c | TiO2-mp,nan | 500.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,9.8
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,30.0 >> 30.0,TiO2-c | TiO2-mp,nan | 800.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,8.9
MA,,,,1,,,,Pb,,1,,I,,,3,,,105,10,TiO2-mp,8,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,13
MA,,,,1,,,,Pb,,1,,I,,,3,,,105,10,TiO2-c,8,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,13.2
MA,,,,1,,,,Pb,,1,,I,,,3,,,105,10,TiO2-c | TiO2-mp,8,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,20.2
MA,,,,1,,,,Pb,,1,,I,,,3,,,105,10,TiO2-c | TiO2-mp,8,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,21.6
MA,,,,1,,,,Pb,,1,,I,,,3,,,105,10,TiO2-c | TiO2-mp,2,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,14.7
MA,,,,1,,,,Pb,,1,,I,,,3,,,105,10,TiO2-c | TiO2-mp,4,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,18.72
MA,,,,1,,,,Pb,,1,,I,,,3,,,105,10,TiO2-c | TiO2-mp,8,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,19.31
MA,,,,1,,,,Pb,,1,,I,,,3,,,105,10,TiO2-c | TiO2-mp,15,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,18.51
MA,,,,1,,,,Pb,,1,,I,,,3,,,105,10,TiO2-c | TiO2-mp,30,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,12.41
MA,,,,1,,,,Pb,,1,,I,,,3,,,105,10,TiO2-c | TiO2-mp,60,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,9.31
MA,,,,1,,,,Pb,,1,,I,,,3,,,105,10,SnO2-c | TiO2-mp,8.0 | nan,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,18.1
MA,,,,1,,,,Pb,,1,,I,,,3,,,80.0 >> 100.0,10.0 >> 120.0,PCBM-60 | BCP,60.0 | 5.0,VOx,Cs,DMF >> Ethanol,10.82
MA,,,,1,,,,Pb,,1,,I,,,3,,,80.0 >> 100.0,10.0 >> 120.0,PCBM-60 | BCP,60.0 | 5.0,VOx,Cs,DMF >> Ethanol,14.48
MA,,,,1,,,,Pb,,1,,I,,,3,,,80.0 >> 100.0,10.0 >> 120.0,PCBM-60 | BCP,60.0 | 5.0,VOx,Cs,DMF >> Ethanol,12.01
MA,,,,1,,,,Pb,,1,,I,,,3,,,80.0 >> 100.0,10.0 >> 120.0,PCBM-60 | BCP,60.0 | 5.0,VOx,Cs,DMF >> Ethanol,13.91
MA,,,,1,,,,Pb,,1,,I,,,3,,,80.0 >> 100.0,10.0 >> 120.0,PCBM-60 | BCP,60.0 | 5.0,VOx,Cs,DMF >> Ethanol,14.18
MA,,,,1,,,,Pb,,1,,I,,,3,,,80.0 >> 100.0,10.0 >> 120.0,PCBM-60 | BCP,60.0 | 5.0,VOx,Cs,DMF >> Ethanol,11.77
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,TiO2-c | TiO2-mp,60.0 | 250.0,Spiro-MeOTAD,Li-TFSI; TBP,DMSO,7.27
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,TiO2-c | TiO2-mp,60.0 | 250.0,Spiro-MeOTAD,Li-TFSI; TBP,DMSO,5.59
MA,,,,1,,,,Pb,,1,,I,,,3,,,45,100,TiO2-c | TiO2-mp,50.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF,12.64
MA,,,,1,,,,Pb,,1,,I,,,3,,,45,100,TiO2-c | TiO2-nw,50.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF,13.92
MA,,,,1,,,,Pb,,1,,I,,,3,,,45,100,TiO2-c | Ag@TiO2-nw,50.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF,14.67
MA,,,,1,,,,Pb,,1,,I,,,3,,,45,100,TiO2-c | TiO2-nw,50.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF,11.31
MA,,,,1,,,,Pb,,1,,I,,,3,,,45,100,TiO2-c | TiO2-nw,50.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF,13.49
MA,,,,1,,,,Pb,,1,,I,,,3,,,100.0 >> 100.0,20.0 >> 20.0,TiO2-nw,120,Spiro-MeOTAD,Li-TFSI; TBP,GBL >> GBL,3.6
MA,,,,1,,,,Pb,,1,,I,,,3,,,100.0 >> 100.0,20.0 >> 20.0,TiO2-nanocones,150,Spiro-MeOTAD,Li-TFSI; TBP,GBL >> GBL,6.04
MA,,,,1,,,,Pb,,1,,I,,,3,,,100.0 >> 100.0,20.0 >> 20.0,TiO2-nanocones,150,Spiro-MeOTAD,Li-TFSI; TBP,GBL >> GBL,4.36
MA,,,,1,,,,Pb,,1,,I,,,3,,,100.0 >> 100.0,20.0 >> 20.0,TiO2-nanocones,150,Spiro-MeOTAD,Li-TFSI; TBP,GBL >> GBL,4.97
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,15,TiO2-c,20,P3HT,Li-TFSI; TBP,GBL,1.65
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,15,TiO2-c,90,P3HT,Li-TFSI; TBP,GBL,3.17
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,15,TiO2-c,180,P3HT,Li-TFSI; TBP,GBL,2.87
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,15,TiO2-c,390,P3HT,Li-TFSI; TBP,GBL,1.93
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF,14.27
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF,11.24
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF,10.2
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF,10.19
MA,,,,1,,,,Pb,,1,,I,,,3,,,130,20,TiO2-c | TiO2-mp,200,Spiro-MeOTAD,Li-TFSI; TBP,DMSO; GBL,15.98
MA,,,,1,,,,Pb,,1,,I,,,3,,,65; 100,1.0; 10.0,ZnO-c | Nb2O5,17.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,10.33
MA,,,,1,,,,Pb,,1,,I,,,3,,,65; 100,1.0; 10.0,ZnO-c | Nb2O5,28.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,11.49
MA,,,,1,,,,Pb,,1,,I,,,3,,,65; 100,1.0; 10.0,ZnO-c | Nb2O5,42.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,13.56
MA,,,,1,,,,Pb,,1,,I,,,3,,,65; 100,1.0; 10.0,ZnO-c | Nb2O5,60.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,12.28
MA,,,,1,,,,Pb,,1,,I,,,3,,,65; 100,1.0; 10.0,ZnO-c | Nb2O5,42.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,14.57
MA,,,,1,,,,Pb,,1,,I,,,3,,,105,90,SnO2-c,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF,6.2
MA,,,,1,,,,Pb,,1,,I,,,3,,,105,90,TiO2-c,100,Spiro-MeOTAD,Li-TFSI; TBP,DMF,0.00042
MA,,,,1,,,,Pb,,1,,I,,,3,,,105,90,SnO2-c | TiO2-c,40.0 | 100.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,11
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,TiO2-c | TiO2-mp | Al2O3-c,24.0 | 500.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF,6.64
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,TiO2-c | TiO2-mp | Y2O3-c,24.0 | 500.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF,6.13
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,TiO2-c | TiO2-mp,24.0 | 500.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,4.98
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,TiO2-c | TiO2-mp | Al2O3-c,24.0 | 500.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF,6.9
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,TiO2-c | TiO2-mp | Y2O3-c,24.0 | 500.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF,5.31
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,TiO2-c | TiO2-mp | Al2O3-c,24.0 | 500.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF,5.11
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,TiO2-c | TiO2-mp | Y2O3-c,24.0 | 500.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF,5.06
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 100.0,30.0 >> 30.0,TiO2-c | TiO2-mp,80.0 | nan,S101,FK102; Li-TFSI; TBP,DMF >> IPA,11
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 100.0,30.0 >> 30.0,TiO2-c | TiO2-mp,80.0 | nan,Spiro-MeOTAD,FK102; Li-TFSI; TBP,DMF >> IPA,12.3
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 100.0,30.0 >> 30.0,TiO2-c | TiO2-mp,80.0 | nan,S101,FK102; Li-TFSI; TBP,DMF >> IPA,10.6
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 100.0,30.0 >> 30.0,TiO2-c | TiO2-mp,80.0 | nan,Spiro-MeOTAD,FK102; Li-TFSI; TBP,DMF >> IPA,12
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,9.91
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,10.27
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,10.28
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,10.47
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,10.48
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,11.42
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,9.89
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,8.18
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,6
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,10.72
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,10.48
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,8.96
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,9.13
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,7.12
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,7.3
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,8.14
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,9.09
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,9.7
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,Unknown,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF >> IPA,10.32
MA,,,,1,,,,Pb,,1,,I,,,3,,,120,5,TiO2-c | TiO2-IO,70.0 | 600.0,PTAA,Li-TFSI; TBP,DMSO,20.2
MA,,,,1,,,,Pb,,1,,I,,,3,,,120,5,TiO2-c | TiO2-IO,70.0 | 400.0,PTAA,Li-TFSI; TBP,DMSO,18.4
MA,,,,1,,,,Pb,,1,,I,,,3,,,120,5,TiO2-c | TiO2-IO,70.0 | 500.0,PTAA,Li-TFSI; TBP,DMSO,19.4
MA,,,,1,,,,Pb,,1,,I,,,3,,,120,5,TiO2-c | TiO2-IO,70.0 | 800.0,PTAA,Li-TFSI; TBP,DMSO,20.9
MA,,,,1,,,,Pb,,1,,I,,,3,,,125,5,TiO2-c,50,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF,14
MA,,,,1,,,,Pb,,1,,I,,,3,,,90,120,C60 | Bphen,40.0 | 5.0,PEDOT:PSS,TiO2@MoO3-np,DMF,9.79
MA,,,,1,,,,Pb,,1,,I,,,3,,,90,120,C60 | Bphen,40.0 | 5.0,PEDOT:PSS,TiO2@MoO3-np,DMF,11.75
MA,,,,1,,,,Pb,,1,,I,,,3,,,90,120,C60 | Bphen,40.0 | 5.0,PEDOT:PSS,TiO2@MoO3-np,DMF,10.91
MA,,,,1,,,,Pb,,1,,I,,,3,,,90.0 >> 90.0,30.0 >> 120.0,TiO2-c,100,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,5.95
MA,,,,1,,,,Pb,,1,,I,,,3,,,90.0 >> 90.0,30.0 >> 120.0,TiO2-c,100,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,9.48
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 140.0,60.0 >> 30.0,TiO2-c | TiO2-mp,30.0 | 258.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,1.24
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 140.0,60.0 >> 30.0,TiO2-c | TiO2-mp,30.0 | 308.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,6.29
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 140.0,60.0 >> 30.0,TiO2-c | TiO2-mp,30.0 | 351.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,3.47
